,Unnamed: 0,TweetId,UserId,UserUsername,Date,Location,Tweet,Media,Likes,Retweets,Comments,Polarity,Sentiment
619,619,1636136764707418113,1502599908880224262,Lamia7517,2023-03-15 22:46:17+00:00,"Paris, France",histoir banqu mis faillit mercred mar domino,"Media(photos=[], videos=[], animated=[])",0,0,1,0.0,Neutral
620,620,1636133184197763072,2161836958,jennyrtu,2023-03-15 22:32:03+00:00,"Troyes, France",jajout outr fait anné russ chinois rachètent prépar krach mondial dollar,"Media(photos=[], videos=[], animated=[])",0,1,0,0.0,Neutral
621,621,1636132585637134336,1533209074099175424,SortieDeBanque,2023-03-15 22:29:40+00:00,France,effet sujet crypto nimport lesquel tomb cest lheur derni réveil,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrS16nNWwAIYNMj.png')], videos=[], animated=[])",6,4,1,0.0,Neutral
622,622,1636131298304557056,1502599908880224262,Lamia7517,2023-03-15 22:24:34+00:00,"Paris, France",pourquoi bours peut encor baiss,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
623,623,1636127512236380161,820281944223186945,LeprocAlain,2023-03-15 22:09:31+00:00,France,soutient bout bras cet vent appart franc cet oligarch œuvr intérêt supranational jou contr peupl covid réchauff climat bientôt lagend comprom compliqu,"Media(photos=[], videos=[], animated=[])",1,0,0,0.185,Positive
624,624,1636122288331321344,91198355,JFJagle,2023-03-15 21:48:45+00:00,"Six-Fours-les-Plages, France",chut provoqu tempêt march financi,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
625,625,1636113803841601539,1579500298795630596,CelineValensi,2023-03-15 21:15:03+00:00,Paris,touch ver régul system bancair américain question hubert vauplan partn chez,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrSk1GKXoAA99pB.jpg')], videos=[], animated=[])",0,0,0,0.08,Positive
626,626,1636103893959471105,1502599908880224262,Lamia7517,2023-03-15 20:35:40+00:00,"Paris, France",banqu system rentr déjà danc caus merc nono cest grav sav déjà réunion urgenc demain,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
627,627,1636069920067710979,1182670118159032322,Angry_Dog71,2023-03-15 18:20:40+00:00,Compte Parodique,canton gueul mar croi achevonsl,"Media(photos=[], videos=[], animated=[])",9,1,2,0.0,Neutral
628,628,1163415039434469377,578189188,GaccioB,2019-08-19 11:38:55+00:00,,lorsqu canton million franc ret argent banqu system cass gueul présidentsarko ministr leco lagard baroin melenchon mont créneau désamorc preuv canto raison,"Media(photos=[], videos=[], animated=[])",1074,446,57,0.2,Positive
629,629,1636068361988714498,1414452077816958976,JaronNathan,2023-03-15 18:14:28+00:00,,etant don lactual faut voir revoir cet vidéo,"Media(photos=[], videos=[], animated=[])",2,0,0,0.0,Neutral
630,630,1636066451730710528,928444328,Thinker_View,2023-03-15 18:06:53+00:00,France,effondr économ monétair civilisationnel charl gav olivi delamarch direct vu diffus direct juin,"Media(photos=[], videos=[], animated=[])",357,71,24,0.2,Positive
631,631,1636055927865352195,1407680776121073667,kbourcrypto,2023-03-15 17:25:04+00:00,France,fui exchang crypto,"Media(photos=[], videos=[], animated=[])",2,1,0,0.0,Neutral
632,632,1636055412431630337,382545373,remseeks,2023-03-15 17:23:01+00:00,ailleurs ,billard trois band banqu,"Media(photos=[], videos=[], animated=[])",0,1,0,0.0,Neutral
633,633,1636046921323233286,1533209074099175424,SortieDeBanque,2023-03-15 16:49:16+00:00,France,peut discut pass solut concret sort banqu définit prend entre ensuit elle peuvent tomb san,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrRoAB2XwAgYHa1.jpg')], videos=[], animated=[])",36,12,9,0.25,Positive
634,634,1636044764054274048,1623435193963929602,Roumanille3,2023-03-15 16:40:42+00:00,Var,simpl fait dabord them cest déjà inquiet,"Media(photos=[], videos=[], animated=[])",1,0,1,-0.1,Negative
635,635,1636024688211107846,1355823769437302784,BeekJoran,2023-03-15 15:20:56+00:00,,long trad entrypoint marketcap support man sand gal nak sclp tri orai kick vision man,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrRTqELX0AQUTcI.jpg')], videos=[], animated=[])",3,0,1,-0.4,Negative
636,636,1636024410544001029,1623435193963929602,Roumanille3,2023-03-15 15:19:49+00:00,Var,pens sent,"Media(photos=[], videos=[], animated=[])",13,2,4,0.0,Neutral
637,637,1636013431139495937,94135531,BFMBourse,2023-03-15 14:36:12+00:00,BFM Business,vent paniqu secteur bancair atil risqu bank lanalyst croit seul second client banqu peur sor argent mettr daltern,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/media/FrRJikpXoAM7WkQ.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/amplify_video/1636013358766862337/vid/640x360/L2oZ3p3IIFEiL0DH.mp4?tag=16'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/amplify_video/1636013358766862337/vid/1280x720/0baEwcQ9dwdI1TBP.mp4?tag=16'), MediaVideoVariant(contentType='video/mp4', bitrate=288000, url='https://video.twimg.com/amplify_video/1636013358766862337/vid/480x270/VmSBh-bVfP5-ly9J.mp4?tag=16')], duration=74720, views=None)], animated=[])",17,6,5,-0.05,Negative
638,638,1636019631096832001,246407204,paxadz,2023-03-15 15:00:50+00:00,,rich dépositair beaucoup plus dimpact pauvr,"Media(photos=[], videos=[], animated=[])",0,0,0,0.18,Positive
639,639,1636019169161347078,1438463608447504384,Cryptonoobzzzz,2023-03-15 14:59:00+00:00,CEO of being unemployed 🇬🇸,campagn dix gros moment endroit,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrROw29WcAEDi6c.jpg')], videos=[], animated=[])",5,0,0,0.0,Neutral
640,640,1636016548698619907,966610252664901632,SebGouspillou,2023-03-15 14:48:35+00:00,,bitcoiner,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1636016479408644097/pu/img/unIpwanBtsEszaBj.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1636016479408644097/pu/vid/480x270/2DKWVCUDlSrONsUg.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1636016479408644097/pu/vid/640x360/FhxN-67vjmw6zpL2.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1636016479408644097/pu/vid/1280x720/gZ6uDOA8nnQJYDuA.mp4?tag=12')], duration=57333, views=None)], animated=[])",211,50,9,0.0,Neutral
641,641,1636016264349884418,2889473793,V_Auriac,2023-03-15 14:47:27+00:00,,mercred cour banqu chut bours estce surpren person sait vrai quon trouv bilan banqu expliqu,"Media(photos=[], videos=[], animated=[])",0,1,1,0.05,Positive
642,642,1636010700068868096,121988141,djoudjev,2023-03-15 14:25:21+00:00,"Paris, London, New York",banqu représentent plus grand légal,"Media(photos=[], videos=[], animated=[])",1,0,1,0.39,Positive
643,643,1636007660498632706,133663801,BFMTV,2023-03-15 14:13:16+00:00,France,direct inquiétud autour cred suiss elisabeth born sujet doit être regl autor suiss,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrRETAPXwAA9sGy.jpg')], videos=[], animated=[])",11,3,13,0.2,Positive
645,645,1635994394233913346,1438463608447504384,Cryptonoobzzzz,2023-03-15 13:20:33+00:00,CEO of being unemployed 🇬🇸,continu ramass difficil ni propag lond choc,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrQ4OUMWcAAjQeh.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FrQ4Or0WcAEtIt7.jpg')], videos=[], animated=[])",4,0,1,0.0,Neutral
647,647,1635992283194576896,1530666099368394752,Jonathanrezu,2023-03-15 13:12:10+00:00,"Rouen, France",nest moment paniqu retir argent cel pourr amplifi paniqu mettr certain banqu faillit,"Media(photos=[], videos=[], animated=[])",0,0,0,0.29,Positive
649,649,1635985203377102850,1474412657637830657,JHtheRabbit,2023-03-15 12:44:02+00:00,Montreal,diabl passetil mond cest,"Media(photos=[], videos=[], animated=[])",2,1,0,0.0,Neutral
650,650,1635976210487410688,310983446,Olivonline,2023-03-15 12:08:18+00:00,Impasse Pensée Unique MACRONIE,bours deffondr financ veut vol retrait plus poid quun éniem fair pli travailleur pai capital,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrQnsB0WYAEoRE4.jpg')], videos=[], animated=[])",2,1,0,0.175,Positive
651,651,1635970987257745410,91198355,JFJagle,2023-03-15 11:47:32+00:00,"Six-Fours-les-Plages, France",lâg glac,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
652,652,1635965699100213252,3355964583,b_belgian,2023-03-15 11:26:32+00:00,EU,jimagin cest encor coup,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrQeIezXoAE-hrb.jpg')], videos=[], animated=[])",1,0,0,0.0,Neutral
653,653,1635964332948312064,91198355,JFJagle,2023-03-15 11:21:06+00:00,"Six-Fours-les-Plages, France",retir argent questc scénario fait trembl banqu,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
654,654,1635959709508173825,1414976329804664834,p_shibumi,2023-03-15 11:02:44+00:00,France Israël ,quand confond cour,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
655,655,1635957045919662081,61519344,BOROWSKIMIKE,2023-03-15 10:52:09+00:00,France,jour banqu français chutent grav societ général euros parib euros cred agricol euros cel matin comprend bruno mair dis cet possibl ment,"Media(photos=[], videos=[], animated=[])",4001,1701,276,0.1,Positive
656,656,1635956851127844865,1623435193963929602,Roumanille3,2023-03-15 10:51:22+00:00,Var,suspens laction parib ver sous pression,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrQWFVfXsAM7StC.jpg')], videos=[], animated=[])",0,0,0,0.0,Neutral
657,657,1635890038230622208,1518626098875142144,MorningbullLive,2023-03-15 06:25:53+00:00,,chroniqu financi jour quand voit pass march financi actuel demand quel moment clown vont apparaîtremainten quon acrobat,"Media(photos=[], videos=[], animated=[])",9,3,0,0.1,Positive
659,659,1635782087545372674,1477573745627836422,GiGiLedur,2023-03-14 23:16:55+00:00,The Moon,silicon valley bank peut plus honor retrait client cest sag américain plus gross faillit apres faillit,"Media(photos=[], videos=[], animated=[])",0,0,2,0.12666666666666668,Positive
660,660,1635715308370395148,1265746055603392513,zarko741,2023-03-14 18:51:34+00:00,Belgique,tres bon idé vidéo aim voir plus diniti comm cellelà chaqu pay suiss malt angel,"Media(photos=[], videos=[], animated=[])",7,0,1,0.575,Positive
661,661,1635665210466811905,7388092,veejaytsunamix,2023-03-14 15:32:30+00:00,Montreal,contagion banqu pourr system financi corrompus canad échapp,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrMM1ypXsAYpkiO.jpg')], videos=[], animated=[])",0,0,0,-0.4,Negative
662,662,1635650043490304002,364309158,nicolasputsch,2023-03-14 14:32:13+00:00,Paris,vidéo calmezvous calmezvous bruno mair tent pénibl dendigu craint dun cris financi,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrL--pKWcAM-mYi.png')], videos=[], animated=[])",24,12,3,0.0,Neutral
663,663,1635608186383130626,1438463608447504384,Cryptonoobzzzz,2023-03-14 11:45:54+00:00,CEO of being unemployed 🇬🇸,séclips san répondr franch cest rassur,"Media(photos=[], videos=[], animated=[MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FrLY-QZWIAE2gO4.jpg', videoUrl='https://video.twimg.com/tweet_video/FrLY-QZWIAE2gO4.mp4')])",0,0,1,0.0,Neutral
664,664,1635281796807131140,234544107,benoitm_mtl,2023-03-13 14:08:57+00:00,"Montréal, Québec",pouvezvous assur américain quil deffet dentraîn attendezvous dautr banqu fassent faillit enfin vrai président,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1635281654796402691/pu/img/bGHfKcceje0ovVtI.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1635281654796402691/pu/vid/636x360/0WUQvDaHRGMEZfAn.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1635281654796402691/pu/vid/476x270/APGT5IePMF17HJ-_.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1635281654796402691/pu/vid/848x480/FHDZ8utyl7OyAqwV.mp4?tag=12')], duration=11300, views=None)], animated=[])",245,102,56,0.065,Positive
665,665,1635601528101773312,1240180664940584960,J4ever7,2023-03-14 11:19:26+00:00,,pend temp làdan mond parallel financ pres milliard évapor seul journ baiss valeur bancair milliard fer chos pet pécul,"Media(photos=[], videos=[], animated=[])",0,0,0,-0.1,Negative
666,666,1635564182123823104,1499447059610492934,BriceBaron1,2023-03-14 08:51:02+00:00,,suff voir lempress rassur autor américain comprendr faillit grav,"Media(photos=[], videos=[], animated=[])",0,0,0,0.08,Positive
667,667,1635551472535453699,1323536577935642624,SpkReal,2023-03-14 08:00:32+00:00,,avant,"Media(photos=[], videos=[], animated=[])",1,0,0,0.0,Neutral
668,668,1635550438370992131,1603364563,1FootballAddict,2023-03-14 07:56:26+00:00,Marseille,voul niqu system ret tout largent banqu tout mond moqu canton cest raison,"Media(photos=[], videos=[], animated=[])",6,3,1,0.22,Positive
669,669,1635234376173895680,2775367329,moonlaggoune,2023-03-13 11:00:31+00:00,"Paris, France",client paniquent ret plus cest gros bank lhistoir titr perd bours york,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrGE_v8agAAzIQz.jpg')], videos=[], animated=[])",50,13,1,0.075,Positive
670,670,1635539036176625666,1407680776121073667,kbourcrypto,2023-03-14 07:11:07+00:00,France,pump lorsqu confianc banqu vacill coïncident voi voul chois camp,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrKaBRoWIAMSYe2.jpg')], videos=[], animated=[])",8,0,2,0.0,Neutral
671,671,1635537065688408064,256948442,janlaarman,2023-03-14 07:03:17+00:00,Wasquehal (59),tout rumeur solid banqu crois jir retir largent compt seul quand agnes buzyn dir quon rien craindr,"Media(photos=[], videos=[], animated=[])",1,1,0,0.06,Positive
672,672,1635529784561225728,1457801020407484419,XavierMalakoff,2023-03-14 06:34:21+00:00,,derni chroniqu comment fair inject sang jeun pauvr quand vieux rich dir nexist,"Media(photos=[], videos=[], animated=[])",5,1,1,0.5,Positive
673,673,1635528988134195202,1426661816168497152,from125to1M,2023-03-14 06:31:12+00:00,,trad gain possibl stop reel vais recharg baiss trad los check analys,"Media(photos=[], videos=[], animated=[])",2,0,0,0.2,Positive
674,674,1635525171959283714,1632655815155826689,DomusNostra1,2023-03-14 06:16:02+00:00,🇺🇳,toujour discour serv class populair moyen paniqu confianc comm,"Media(photos=[], videos=[], animated=[])",0,0,0,-0.15,Negative
675,675,1635515318683553792,24744541,lemondefr,2023-03-14 05:36:53+00:00,Paris,apres faillit silicon valley bank spectr dun nouvel cris financi,"Media(photos=[], videos=[], animated=[])",27,13,10,0.3,Positive
678,678,1635404888728571904,52333537,vindioux,2023-03-13 22:18:04+00:00,FR riviera (au fond à droite),tout fait cet garant cest pipo seul truc garant part avoir cest quil bloquent retrait temp calm sinon,"Media(photos=[], videos=[], animated=[MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FrIgEdiXgAEz2mu.jpg', videoUrl='https://video.twimg.com/tweet_video/FrIgEdiXgAEz2mu.mp4')])",0,0,1,0.06,Positive
679,679,1635403366670147585,1502599908880224262,Lamia7517,2023-03-13 22:12:01+00:00,"Paris, France",cest fin effondr system démarr banqu faillit depuis vendred cour effondrenr gen font queu sort argent banqu banqu déjà asphyxi autr suivent,"Media(photos=[], videos=[], animated=[])",1,0,0,-0.1,Negative
680,680,1635398414073753602,1438463608447504384,Cryptonoobzzzz,2023-03-13 21:52:20+00:00,CEO of being unemployed 🇬🇸,conseiller aujourdhui sav cest quand transfer tout compt merc,"Media(photos=[], videos=[], animated=[MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FrIaL4GXwAEcdN4.jpg', videoUrl='https://video.twimg.com/tweet_video/FrIaL4GXwAEcdN4.mp4')])",2,0,0,0.22,Positive
681,681,1635259120088657921,1351957793230749704,GoodValueCrypto,2023-03-13 12:38:50+00:00,Mes liens 👇,flash risqu contagion suit faillit system bancair solid déclar lemair traduct system franc fait except risqu contagion réel quand bruno déclar quelqu chos fait linvers,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrGbgMWXsAAGYkp.jpg')], videos=[], animated=[])",1097,203,90,0.2,Positive
682,682,1635381431739506693,1586176471067918338,RealMdlReport,2023-03-13 20:44:51+00:00,,faillit desilicon valleysignatur bank capitainos iow,"Media(photos=[], videos=[], animated=[])",23,7,1,0.0,Neutral
683,683,1635370891646504960,1523611720454967298,btc_ge,2023-03-13 20:02:58+00:00,Rue de Berne 29bis 1201 Genève,paniqu banqu seraitil temp dinvest crypto,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrIBJxzXoAEoG7k.jpg')], videos=[], animated=[])",2,0,0,0.0,Neutral
684,684,1635337873011646465,1407680776121073667,kbourcrypto,2023-03-13 17:51:46+00:00,France,allez pet barrezvous banqu récuper euros plac argent ailleur,"Media(photos=[], videos=[], animated=[])",1,0,0,0.0,Neutral
685,685,1635230674235043840,1351957793230749704,GoodValueCrypto,2023-03-13 10:45:48+00:00,Mes liens 👇,flash cris bancair propag europ cred suiss imprim parib recul bundesbank convoqu équip cris évalu retomb faillit lindic eurostoxx bank affich matin,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrF_kXVXoAASfIb.png')], videos=[], animated=[])",390,137,24,0.0,Neutral
690,690,1635296588984913928,1492041366712557569,BoulitoCrypto,2023-03-13 15:07:43+00:00,,secteur bancair trembl genr paniqu nest connu saffol moindr dout moindr pénur tous retir temp,"Media(photos=[], videos=[], animated=[])",1,0,1,0.41,Positive
691,691,1635281169876144132,38486634,EDELETED,2023-03-13 14:06:27+00:00,sur la mer,dir sur contrair cel alor officialis commentair question acab total inutil pos répons induit déçoit plus plus,"Media(photos=[], videos=[], animated=[])",0,0,0,0.14750000000000002,Positive
693,693,1635276159377367040,1261353069750685699,REffondrement,2023-03-13 13:46:33+00:00,,cest paniqu total march jam sent auss bien quaujourdhui mond sécroul sous yeux liber norm open your eye,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrGdZ69XsAAImAc.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FrGdaKjX0AEFjrH.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FrGdae3XoAEm5IX.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FrGdawZWYAM8R1O.jpg')], videos=[], animated=[])",3,0,0,0.05,Positive
694,694,1635274072828547074,1608490362753978372,MagLiber3,2023-03-13 13:38:15+00:00,,complet sénil danger vit,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrGpGTpaQAASmuj.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FrGpGlOaEAA4TYa.jpg')], videos=[], animated=[])",1,0,0,0.43,Positive
695,695,1635268929575862272,1247223374717296647,TheInsiderPaper,2023-03-13 13:17:49+00:00,Global,just biden walk away without taking question bank failur,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1635266407033192448/pu/img/4zexOSFbXB5SGL4k.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1635266407033192448/pu/vid/720x406/ci6puLlWuXYeegZC.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1635266407033192448/pu/vid/478x270/Pb7VNYIwh5N4A4q1.mp4?tag=12')], duration=19202, views=None)], animated=[])",1724,578,293,0.0,Neutral
697,697,1635255963199610889,1314523876148293634,Taousertova93,2023-03-13 12:26:17+00:00,,bruno mair aujourdhui natteindr franc rappel buzyn aucun risqu contagion covid franc récuper économ amis,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrGXexCWIAEmMPP.png'), MediaPhoto(url='https://pbs.twimg.com/media/FrGXwtTWYAAct4O.png'), MediaPhoto(url='https://pbs.twimg.com/media/FrGYME_WYAAAAmt.png'), MediaPhoto(url='https://pbs.twimg.com/media/FrGYg1GXgAIyWhk.png')], videos=[], animated=[])",3,2,1,0.3833333333333333,Positive
698,698,1635252928297484290,1664962626,Zakaria_KARDOU,2023-03-13 12:14:14+00:00,Paris,cred suiss augment,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
699,699,1635246764415647745,1557708505511038977,GolanTrevize15,2023-03-13 11:49:44+00:00,"Paris, France",fui pauvr fous,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrGQQdwWAAIRej2.jpg')], videos=[], animated=[])",1,0,0,-0.01,Negative
706,706,1635211030459727872,897740448529297409,ParisBeauAVelo,2023-03-13 09:27:45+00:00,"Paris, France",conseil invest plus rapid agréabl écolog préfer vélo,"Media(photos=[], videos=[], animated=[])",0,0,0,0.15,Positive
707,707,1635210421606158336,373159899,lavieenarts,2023-03-13 09:25:19+00:00,France,réuss empêch contagion quel entrepris touch faillit cet banqu tres spécial,"Media(photos=[], videos=[], animated=[])",0,1,1,1.0,Positive
708,708,1635199660725014528,95427825,chdauriac,2023-03-13 08:42:34+00:00,Carte CCIJP: 32339,faillit autor américain veulent coup court paniqu bancair,"Media(photos=[], videos=[], animated=[])",1,1,0,-0.010000000000000002,Negative
709,709,1635208911195373569,1634205744189906947,breton_web3,2023-03-13 09:19:19+00:00,C'est cadeau 👉,bank financ mondial trembl apres fermetur banqu suivr,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
710,710,1635204815729967104,32897012,financemagnates,2023-03-13 09:03:03+00:00,,breaking signatur bank third bank collaps four day disclosed exposur bank also disclosed that they hav deposited,"Media(photos=[], videos=[], animated=[])",6,7,3,0.0,Neutral
711,711,1635200128884826112,1346042251,mansourkj,2023-03-13 08:44:25+00:00,"Bordeaux, France",entendu matin capital san banquerout faillit comm christian san enfer,"Media(photos=[], videos=[], animated=[])",1,0,0,0.1,Positive
712,712,1635195397479202816,458247615,VincentMigeat,2023-03-13 08:25:37+00:00,,mond financ spécul domin dout domain rar fond raison tout contrair hybr,"Media(photos=[], videos=[], animated=[])",1,0,1,0.22,Positive
713,713,1635185258562985984,1242378939093471232,CornicheDom,2023-03-13 07:45:20+00:00,Dakar,paniqu sauv banqu billet dollar san grand valeur,"Media(photos=[], videos=[], animated=[])",0,0,0,0.3,Positive
714,714,1635048805380014080,411803262,mr_philippe1,2023-03-12 22:43:07+00:00,sur Twitter ,cest rapid cest presqu pir info montr risqu global,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
715,715,1635044952458792960,485797194,ABaradez,2023-03-12 22:27:48+00:00,Paris,communiqu quelqu instant indiqu part demain dépos silicon valley bank acces lintégral leur fond suit concert fedfdictrésor annonc égal liquid disponibl banqu,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrDYtu1XgAIhzHj.jpg')], videos=[], animated=[])",181,53,27,0.15000000000000002,Positive
716,716,1635045296802783234,1346901756597440515,1BSats,2023-03-12 22:29:11+00:00,,cmon,"Media(photos=[], videos=[], animated=[MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FrDZBoQWcAAUDR4.jpg', videoUrl='https://video.twimg.com/tweet_video/FrDZBoQWcAAUDR4.mp4')])",0,0,0,0.0,Neutral
717,717,1635044833713860609,361289499,BitcoinMagazine,2023-03-12 22:27:20+00:00,"Nashville, TN",just signatur bank sbny been officially closed down stat authority,"Media(photos=[], videos=[], animated=[])",1311,309,92,0.0,Neutral
718,718,1635030603124051969,532484050,Julien__Tardy,2023-03-12 21:30:47+00:00,France,cher emmanuel merc lumi nuit boursi attend peut être question caus pert naturel estce attaqu possibl acheteur dont parl pourraitil être auss lauteur,"Media(photos=[], videos=[], animated=[])",0,0,0,0.085,Positive
719,719,1635012364163751937,1438463608447504384,Cryptonoobzzzz,2023-03-12 20:18:19+00:00,CEO of being unemployed 🇬🇸,couvertur vieil propos bankman fraud,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrC7Ek1WAAAu5P5.jpg')], videos=[], animated=[])",5,1,0,-0.2,Negative
720,720,1634998234597801991,9048832,FabriceDrouin,2023-03-12 19:22:10+00:00,,risqu bank apres faillit,"Media(photos=[], videos=[], animated=[])",5,4,0,0.0,Neutral
721,721,1634975546777174018,464984821,julienmbony,2023-03-12 17:52:01+00:00,"Québec, Canada",prix tres volatil questc vaut avoir acces argent tout temp,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrCZeVnWIAAmyBU.jpg')], videos=[], animated=[])",1,0,0,0.115,Positive
722,722,1634966680261754883,510979595,rvvouaillat,2023-03-12 17:16:47+00:00,Echirolles,parib societ général cred agricol banqu plongent bours,"Media(photos=[], videos=[], animated=[])",0,1,0,0.0,Neutral
723,723,1634930126919172096,830933905,corsair31900,2023-03-12 14:51:32+00:00,"Toulouse, France",faillit depuis contagion europ,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
724,724,1634927411304464385,464984821,julienmbony,2023-03-12 14:40:44+00:00,"Québec, Canada",lhistoir répet sauf cet foisc contagion risqu déroul plus rapid américain savent sest pass dur cris,"Media(photos=[], videos=[], animated=[])",0,0,0,0.006666666666666664,Positive
725,725,1634921484820041728,1397226601931149312,qode17kat,2023-03-12 14:17:12+00:00,,faillit banqu tsunam financi commenc libr rich,"Media(photos=[], videos=[], animated=[])",4,5,0,0.0,Neutral
726,726,1634892890756497410,1533209074099175424,SortieDeBanque,2023-03-12 12:23:34+00:00,France,rest papi contrôl letat plein hyperinfl fonction moyenlong term malheur,"Media(photos=[], videos=[], animated=[])",0,0,1,0.27,Positive
727,727,1634891084550799360,190684172,dfoisjsuiparano,2023-03-12 12:16:24+00:00,,cour,"Media(photos=[], videos=[], animated=[])",2,0,0,0.0,Neutral
728,728,1634775265413849088,182647272,Manu_Officiel4,2023-03-12 04:36:10+00:00,France,gen font queu dev succursal bank suit faillit action cet banqu égal effondr,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1634775228390703104/pu/img/K63WNVgCSsN326iv.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1634775228390703104/pu/vid/480x852/rIbMEb6rtxYWVnDY.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1634775228390703104/pu/vid/720x1280/OldUD4ir9gty2VKt.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1634775228390703104/pu/vid/320x568/5kq0Js-_Q2oCCHGW.mp4?tag=12')], duration=5479, views=None)], animated=[])",5,10,1,0.2,Positive
729,729,1634877777089536000,54581741,StefThomas,2023-03-12 11:23:31+00:00,,effet leffondr,"Media(photos=[], videos=[], animated=[])",0,0,1,0.0,Neutral
