,commenterID,UserName,Date,Text,Sentiment,Polarity
2725,UCGMQ-gH_y8eVyqWd_ozOI9A,@oterotube13,2023-03-27 04:19:47+00:00,banc negoci confianz mitig sol volv confi,Neutral,0
2724,UCk_gMxIxb4csnn9k64pO7kQ,@sahuol6325,2023-03-27 04:22:18+00:00,gran canal obvi parcializ cuand habl siempr apoy part democrat,Neutral,0
2723,UCND8NXY6P_LzZPbkQFjUG4A,@suenoreparador3972,2023-03-27 04:25:00+00:00,sab regul funcion banc esab sujet regul caid,Neutral,0
2722,UChSTIsd96UuIt9At9tASAaA,@robertaravena9991,2023-03-27 04:53:11+00:00,simpson predijeron nuev,Positive,1
2721,UCFYOyAz31-mYjVfxGXELtIg,@JuanPablo-il6uh,2023-03-27 04:55:11+00:00,aprob tod regul existent evit caid banc cay garantiz grand banc deb cumpl regul vay caer brpd sorpres regul sirv jajajbrpd sol idiot cre sector econom maaaas regul mund necesit regul quots seguroquot,Neutral,0
2720,UCOgVpHD_CQNsZvegW61jMYg,@impresoragrami3325,2023-03-27 05:07:56+00:00,banc simon,Neutral,0
2719,UCdNNROB_eQkOgH9O3iAfPuA,@esclavodecristo8751,2023-03-27 05:08:06+00:00,culpabl banquer irrespons calcul mal sid gobiern frau bid medi mund grav problem,Negative,-1
2718,UC0SSY1_y5Xl69B__TZDa7uA,@georgeocampo4275,2023-03-27 05:30:35+00:00,definit visualeconomik part republican pais,Neutral,0
2717,UCcJy0phlEN65iFamrv6cELw,@josemata4843,2023-03-27 05:31:56+00:00,eeuu años deud bancari trump lleg pod,Negative,-1
2716,UCTVVjhw14eV6SfcRoS88ivQ,@carlosalbertoguzman,2023-03-27 05:35:26+00:00,orig palabr quotbancoquotbrl deposit bancorr retir,Neutral,0
2715,UC13Ff2jYMUdwZ6mUUt2B1JA,@DouglasDiSante,2023-03-27 05:42:58+00:00,trump jajajajaj med tom canal,Neutral,0
2713,UCNMuKMC-MGj7iBBdoGKCb0g,@srkrhisgames1649,2023-03-27 05:58:16+00:00,qued clarisim haci lad jal usted habl guerr narc mexic aplaud calderon usted neutr jal lad brmuch cuid gent manipul inform convenient,Negative,-1
2712,UChfTM4EcaNVems75PM1AVsw,@mottajota,2023-03-27 06:02:25+00:00,polit hic vide colombi qued dud mism vide estan patrocin interes,Negative,-1
2711,UCYumW_Cg00PhId0RB9V4CMw,@noezito8,2023-03-27 06:04:38+00:00,trump hiz port,Negative,-1
2710,UCvCXzAuK6RgeHAjUuei_EBw,@georginalopez5206,2023-03-27 06:08:53+00:00,aceler bid imprim papelit lacuent,Neutral,0
2709,UCc7X64Ut4oHEkw5srkadVdA,@juanleyva5716,2023-03-27 06:14:48+00:00,sac alos democrat baid principal problem,Negative,-1
2708,UCQTvCikz8NTJsAX2ZIY42kw,@euclides1584,2023-03-27 06:15:29+00:00,clar trump diabl democrat angel visual politik ahor visual public interes democrat ojal mil cuent pront volv,Neutral,0
190,UCkgoCv_swkAtIBl2RDWTaOA,@marthadurango8712,2023-03-27 06:22:58+00:00,buen inform preci,Positive,1
2707,UCdpSMbvbIqRjNlTvM9vapRQ,@rodrigosalvatierra3199,2023-03-27 06:28:51+00:00,inutil democrat siempr quier cubr error culp cas trump fren candidatur pandemi thrump estimul econom quis opus democrat dijeron llev desastr econom inflacion grand lleg pod dogs dieron estimul adicional trump dieron ilegal hij nac aqu dieron criminal carcel hic desastr caden progr inform dijeron descarril tren ohi culp thrump,Negative,-1
2706,UCdeNqNhOq-29ghfugWgdYSQ,@alvaromoratal9313,2023-03-27 06:30:12+00:00,part republican,Neutral,0
2705,UCSnSBrCYtTC6QDiBFZa0buA,@tostaitasconajo6439,2023-03-27 06:56:27+00:00,gobi diner acud rescat banc priv riesg quiebr plant busc formul mixt pubicopriv sector bancari ten garantiz ultim instanci deposit bancari pregunt mejor garant exist priori aunqu caract subsidiari aport mayor segur deposit demas pasiv bancari situacion tension brbres sencill rend evident pap detras entidad financ gan empat institucionalicemosl dificil panic financier postr desencaden crisis bancari produzcanbrbrcom compens benefici patrimonializ perd socializ cambi garant banc deb destin porcentaj benefici fin interes social negoci casi econom,Neutral,0
2704,UCozRasF4fSDALhf5RBM-UDQ,@CKBmay10,2023-03-27 07:09:02+00:00,cajon test stress inteligent banc men grand sub tip anticip model pas banc pas ahor sparkas aleman quebr sab merkel opus stress tests,Neutral,0
2703,UCa12mpCZm06XKy8gCSeyR0w,@rianmat,2023-03-27 07:11:24+00:00,sab echarl culp ridicul aclar conclusion revis much ley adapt avanc tecnolog regul men teor deb preven desastr bancari,Neutral,0
2702,UCfGLaBhCQfVcHdSUuw_ybgw,@miguelgonzalezfernandez2967,2023-03-27 08:27:14+00:00,final culp trump,Neutral,0
2701,UCkyZl5Rpdrann74aD4ToN5w,@Donkikotedelamancha,2023-03-27 09:02:40+00:00,dir problem actitud banc central sabedor model negoci banc comercial manten tip cer dec sub repent tod lech ciudadan sab podr implic deb sab iban gener much inflacion sub tip sub iban quebr algun banc comercial,Neutral,0
189,UCSymkgQbIGGInjPmJ7uCTDg,@luisdavidpaez7075,2023-03-27 09:05:56+00:00,bid rescat deposit enciend impresor,Neutral,0
2700,UCLYpQyFk7vfIdt_taRPDUKQ,@patitasfuriosas,2023-03-27 09:10:57+00:00,regul banc apuest diner usuari culpabl trump sin propi banquer,Negative,-1
2699,UCh_sc70xLrvNOiagP-lqCog,@attiliodelloste4025,2023-03-27 09:14:33+00:00,siempr culp donald mir ahor gobiern sup democrat demasi facil culp antecesor pens hac inform polit,Neutral,0
2698,UCVv4M4zPOvuv_UuMBI2z7tw,@leoac9261,2023-03-27 09:15:09+00:00,falt veng extraterrestr dig trump mand busc,Neutral,0
2697,UCQ7gh2rK-DWI4CN52w8KwCQ,@mackmoreno,2023-03-27 09:24:13+00:00,vide rusi felicit,Neutral,0
2696,UCgmlVXEVg9BgOJo95ngBjVw,@kasanovaRR,2023-03-27 09:50:32+00:00,problem exces codici polit pon fren ley suficient,Negative,-1
2695,UCv4J4HjyvXtFa6iFHjcqfjg,@danilodesenho,2023-03-27 10:44:11+00:00,simpsons teni razon,Neutral,0
5278,UCNiQPg8vf0pkBQnyG85UXLQ,@ricardoaguilar6031,2023-03-27 11:10:29+00:00,exelent notici,Positive,1
5277,UCoVACG7KcWMRrD0xFjSZvvA,@lreinag,2023-03-27 11:11:32+00:00,hrefhttpwwwyoutubecomresultssearch_queryefectodomincb hrefhttpwwwyoutubecomresultssearch_queryeeuu hrefhttpwwwyoutubecomresultssearch_queryefcadmeroimperio hrefhttpwwwyoutubecomresultssearch_querydebaclefinanciera hrefhttpwwwyoutubecomresultssearch_queryeuropa,Neutral,0
5276,UC0LKd0HKnVJdTnO3_Lk_kCA,@josevelasquez4220,2023-03-27 11:12:05+00:00,venezolan excelent refr ultim mejor,Positive,1
5275,UCoapPZkO5SBVprXgwpycEmg,@freddycastro927,2023-03-27 11:13:26+00:00,dij debacl imperi llev quiebr banc,Negative,-1
5274,UCDM-665Dms9ksNU2LsSCixA,@julissagarcia6923,2023-03-27 11:16:34+00:00,jajajaj jajajaj jajajaj,Neutral,0
5273,UCoapPZkO5SBVprXgwpycEmg,@freddycastro927,2023-03-27 11:16:49+00:00,saqu diner tiemp qued call suicidi financier consum,Neutral,0
2693,UCsyu-e6EeT3WDYap2o6nNGQ,@rubencabrera9308,2023-03-27 11:16:55+00:00,sol factor comun tod caid econom grand mundial nivel histor emision extra moned obvi sum factor depend epoc context histor cuent creacion nuev moned canc econom problem solucion dej lad codici avarici llev escenari rescat,Neutral,0
2692,UCe7PHtuGlP8If3DQTwSTdvg,@ezequielvargas1571,2023-03-27 11:22:49+00:00,moralej pong huev sol canast,Neutral,0
5272,UCHFMTh5uXJ433G2rVbCJyKg,@fauxmirror1166,2023-03-27 11:23:43+00:00,unid medi entrar resecion econom profund,Neutral,0
5271,UCWKfGgUQ0Ikg9VF2EiSbMdw,@jairorodriguez4474,2023-03-27 11:24:49+00:00,excelent inform brgraci,Positive,1
5270,UCxopJqRq0xn74dv3y_hhqCw,@JoseGomez-he5ez,2023-03-27 11:26:58+00:00,grab situacion bancari,Neutral,0
2691,UCm07ZdyKb_jRG4-qzdGLbQg,@dariobello6852,2023-03-27 11:32:28+00:00,tir culp trump trump quebr democrat tir bomb,Negative,-1
5269,UCzFZRwhGzw_y5-o5FJWQXiA,@JoseManuel-jd1yr,2023-03-27 11:33:03+00:00,import armas outr cois,Neutral,0
5268,UCcHw_UMQXytHL0WUESD1MrQ,@mariajosefernandez1582,2023-03-27 11:33:57+00:00,consecuent cerebr bien pag,Neutral,0
5267,UCZg5jkQI0cr-Z5P6Ef7fkHQ,@isidroenriquez4845,2023-03-27 11:35:15+00:00,hol apreci dig morg yeiy morg siempr gust vert igual belmont tambi,Neutral,0
5266,UCQeITPLE9f2PtFwr8Fp_Phg,@solocristosalva7978,2023-03-27 11:39:22+00:00,ambient quotperfectoquot camin haci nuev orden mundial,Neutral,0
2690,UCTVjXzWQpCquoKWWecUKJmg,@luisacastillo4149,2023-03-27 11:40:29+00:00,quier engañ olaf cholf burrel lagart empuj guerr donacion zelenski envi tod plat,Neutral,0
5265,UCQeITPLE9f2PtFwr8Fp_Phg,@solocristosalva7978,2023-03-27 11:42:33+00:00,consecuent hab apart diosy hab legisl aprob quotleyesquot favor sodomiz socied,Neutral,0
188,UCVO9nDfCQz1Pfc6qOYCt-LA,@facundobeta90000,2023-03-27 11:44:39+00:00,sal diner diner letr sol devuelv list imprim,Neutral,0
5264,UCAE5ouDXKULU_-lKSAZbmow,@LuisGarcia-xw3mo,2023-03-27 11:45:44+00:00,problemon vien graci excelent inform salud,Negative,-1
2689,UCY79YwR-FHXzvty8zrAUzXA,@josuedanielcevallos9248,2023-03-27 11:46:06+00:00,propagand rus banc occidental perfect econom igual banc rus punt quebr product sancion occident fuert nunc,Neutral,0
3443,UCWsd7MqQ0xYXfNsQNpToFjQ,@royspace2484,2023-03-27 11:47:16+00:00,graci grand,Neutral,0
187,UCBnrNWS0ToOfWUAgpfLK9iQ,@soy_chiwa,2023-03-27 11:47:23+00:00,buen excus sub tip inter jajaj,Positive,1
5263,UCAE5ouDXKULU_-lKSAZbmow,@LuisGarcia-xw3mo,2023-03-27 11:48:17+00:00,supuest proteg propied priv ahor sal pierd mil millon dolar capital banc corrupt sab invert guard recurs ahorr inversion vergüenz,Negative,-1
2688,UCaoLsvjHf7-Zn2X-cOaOELw,@vidalmelomartinez6002,2023-03-27 11:50:17+00:00,democrat culpabl todoy sab invent,Negative,-1
5262,UC07rH2EbP0PnROXn7hMk4Ig,@noraojeda1863,2023-03-27 11:51:28+00:00,alli ten quotal pais sueñ american inmigr quier lleg viv despreci qued pais latinoamericanosquot,Negative,-1
5261,UCUNAlsY16yyj_qs4lgnvkFg,@JESUSSANCHEZ-px7yj,2023-03-27 11:54:44+00:00,aqu españ censur fuert vide pong aqu sepais cort cad cad dic convenient form podr evit,Neutral,0
5260,UCRCECcN24qVaC3V5EXPq9jw,@miguelmedinaburgos4507,2023-03-27 11:56:21+00:00,imprim eurodolar sum gent pobrez,Negative,-1
5259,UCCb2YulIyQ8yo02oFZKpxsg,@fredyborellyaguilar2079,2023-03-27 11:58:20+00:00,caen banc absorb consecuent emple call ahorr pequeñ inversion quebr accion propici quiebr quot bien graci quot,Neutral,0
5258,UC07rH2EbP0PnROXn7hMk4Ig,@noraojeda1863,2023-03-27 11:59:34+00:00,mal gestion vien realiz hac años guerr guerr gast promov discordi lug solucion vias diplomat acuerd sabi mejor conflict vent armas graci prens alern buen inform ningun,Negative,-1
2687,UCKUA39498_pBbO6vbw9uc9Q,@gordon5533,2023-03-27 12:01:03+00:00,años prision direct banc quiebr desaparec quiebr,Negative,-1
5257,UCnbyAxUrVhZxC6baq9MQ8lA,@lauracherminando7682,2023-03-27 12:03:24+00:00,salves pued ultim cierr puertaotr qued depositosv ceos banc segur tambi accion retir mil millon seman,Neutral,0
5256,UC8a3n12cBT8LrQKm34oxgdA,@oriyafelipe1563,2023-03-27 12:08:14+00:00,millon incaut rusi karm,Neutral,0
5255,UCNZRby8HpRB8Ye6uPV4kG8A,@javierlucchesi4257,2023-03-27 12:09:22+00:00,graci complet vide,Positive,1
2686,UCyyrUID4uq2khB4-nUXzjtQ,@elisabettarinaldi3190,2023-03-27 12:14:59+00:00,comprend bien allà crack regl basile sid hech contaxt diferent actual signif europe busc banc mejor aguant extres tests colchon ahorrosten mism riesg client confi banc pued aguant situaccion limit italian supuest quier comprend,Neutral,0
5254,UC4eMRsmZ41EtJGqE9O9eyqw,@menelao56,2023-03-27 12:21:05+00:00,mayor peligr norteamerican rus chin bid,Negative,-1
5253,UCRzIELomx21MfpfRUhcsQhQ,@franciscomedel1955,2023-03-27 12:25:07+00:00,preocup ver com rescat diner tod igual repart gananci jajajaj,Neutral,0
5252,UCDmtbdBkjhrb_CYVFq7Hejw,@yufiya,2023-03-27 12:25:45+00:00,propong hag impresor dolar poder poc cobard tontit,Negative,-1
5251,UC0YfUasHBSx6SP99mkPTfSA,@TheRichter79,2023-03-27 12:27:02+00:00,buen gabach pued imprim billet form ilimit consecuent aparent,Neutral,0
5250,UC0YfUasHBSx6SP99mkPTfSA,@TheRichter79,2023-03-27 12:33:29+00:00,bid dic quotnadi encim leyquot graciocisim jajajaj,Neutral,0
5249,UCkPmsBsLJkeG0FAaWHyWbsw,@juliotapia-rp7fe,2023-03-27 12:36:50+00:00,caid banc caid dol empresari abandon dol problem empresari defend diner,Negative,-1
2685,UCK17CsDXdTVluLMil5D-kcw,@manuelruiz4518,2023-03-27 12:37:43+00:00,sal embaras tambi echar culp donald trump hypocrit,Negative,-1
5248,UCMAWCQ1Ge55Hkt5G1VoUbcQ,@aliciaquintero5170,2023-03-27 12:40:24+00:00,eeuu tumb tumbobrc econom finanz eeuu caid libr,Negative,-1
2684,UCFF2K17wNvRpsCHMClXEM2Q,@j.jsister,2023-03-27 12:47:03+00:00,respons crisis nixon,Neutral,0
2683,UCWT2Z_uRinfR2XUDrxZxRzA,@imeldanunez8661,2023-03-27 12:48:58+00:00,pas diner banc,Neutral,0
5247,UCeC60yNvslJWDFQ1veFRvWg,@antoniohoyos813,2023-03-27 12:49:04+00:00,algui dij deb encarcel atrac banc sin fund,Neutral,0
2682,UCrxRrxw_WdPqyX9Y2Ye3_wg,@landymenendez1950,2023-03-27 12:50:22+00:00,donald trump respons salg administr democrat lueg vien multipremi inept bid khamal comun visualpk replic cad polit administr anterior salv mism meg error verd dar capitul megaprojekts,Negative,-1
9417,UCxSoh_lhA_TSZpm1GR4_i6w,@carlosdavidojeda5937,2023-03-27 13:00:55+00:00,nunc entend diferent competent banc central banc nacion,Negative,-1
5246,UCJ8oSHAqGX9-peWd73O2TxQ,@avalon5536,2023-03-27 13:01:47+00:00,mestiz latinoamerican sig lav plat,Neutral,0
5245,UCOYyGXghqNQifQkcbVvKIBQ,@lucylozano7573,2023-03-27 13:02:52+00:00,torpez gobiern ruin pas llev pat puebl,Negative,-1
186,UC9wLNLL9YDyFbfkNYfZRXwQ,@osgualvilla4468,2023-03-27 13:05:53+00:00,compr mejor propiedad,Neutral,0
5244,UC2ZSePXrjZagQDA558PcIGw,@mialambre,2023-03-27 13:06:49+00:00,rusi riendos sancion salv banc occidental,Neutral,0
2681,UClbQkNGXnqJvBg29n5llWjw,@Kaldounn,2023-03-27 13:07:21+00:00,acuerd donald trump encerr gent cas dij abrir econom dij segu imprim diner veng hombr cualqui problem pas quier asum tir trump tont,Neutral,0
5243,UCFmnTf-TsCCWj1JiD-rAl7A,@efigeniamejia5906,2023-03-27 13:09:41+00:00,viend caid cabal comienz ges,Neutral,0
5242,UCV6fdRM0B7uBC7aE8gMyDuA,@AngelGonzalez-rc6ys,2023-03-27 13:13:25+00:00,lind desmoron imperi gring mientr chin rusi amer latin fotalec,Neutral,0
5241,UCoodOSqn5RJmqiRnMN7JasA,@faustocastaneda6302,2023-03-27 13:19:52+00:00,colaps nancari,Positive,1
5240,UCXpGChBVHjm8Pzn8bGEJV5Q,@robertonunez1839,2023-03-27 13:22:48+00:00,eeuu apoy banc evit banc rot,Neutral,0
5239,UClmNt3jQbQZMuPtZuDdnhCw,@gustavokatt8433,2023-03-27 13:24:17+00:00,bien dic dichoqu rob luc banc imperial hac polvoel diner tiemp rob puebl mund,Neutral,0
5237,UC4X3k53ihOP3jXE9FH5p5zQ,@Gabriel-rf9kk,2023-03-27 13:26:22+00:00,pobr rus cay tod banc jaj ped diner gring jaj,Neutral,0
2679,UC_TElYr0-Sph9xp_P31SsZQ,@cristiangiunta8701,2023-03-27 13:30:28+00:00,solucion abandon encaj fraccionari banc simons har ningun burocrat banc financi deliri present,Neutral,0
2678,UCV6fdRM0B7uBC7aE8gMyDuA,@AngelGonzalez-rc6ys,2023-03-27 13:36:30+00:00,alin narrat bid ser casual trump president sac conten bid culpabl crisis,Neutral,0
2677,UCZSt4PeenIA8O771UZ9-5WA,@francodanielfragapane2314,2023-03-27 13:36:45+00:00,poltron pued hac mejor libr merc,Neutral,0
3442,UCtoCz378ghqKAZT_SBnlPPQ,@florpazgomez5635,2023-03-27 13:37:33+00:00,dic bcrisis cre quiebr bancosb entrar curs dol digital,Negative,-1
5236,UCey4DtG9NNgwAP9stwXFfdQ,@leticiamariaisabelmaganago5480,2023-03-27 13:38:19+00:00,gran principi gran finbrbprimerobbrmanifest fars torr gemelasb traicion pais asesin cuid orob respald dolarbrbrbsegundob brpar capitaliz barm fars influenz porcin bdemas mañ apoy porb mafi religi mason politicosbrbrbtercerobbrarm pandemi bcon armas biologicasb brpar cubr genocidi rob orob cas moned wall streetb respald dol bprovoc abus extorsion rob organ genocidi mayor capitalizandosebbry suces,Negative,-1
5235,UCey4DtG9NNgwAP9stwXFfdQ,@leticiamariaisabelmaganago5480,2023-03-27 13:38:32+00:00,naturalez sabi acabarab libert vidabrl balanz lleg limit exterminaràb tip inmadurez espiritual pasion exces corrupcion bestialidadesbbrbrcu naturalez tom control bienestarbbry dej control man human justici divin manifiestabbrbrbquotl divinaquotb tod human llegadoquotbrbrbtod deb entrar regim quotamor puroquot besb brrespet serv compartirbrbeliminandob discordi excesosbrbrbs concluyeb bpurificacionb tierr human brbse acabarab mald ilusion vanidadbrby quedarab benevolent realid quotamor puroquotbrbrn qued piedr piedr constru maldadbrbrbn mundob apocalipsis corrupt gran malbbry principi gran finb brla armon,Neutral,0
5234,UC1oDH2fjOFybimyRdgHG6lg,@waltervaldez9014,2023-03-27 13:41:17+00:00,alib cuarent ladron aug cort internacional delit,Neutral,0
2676,UCevuJ6aF3YsJMlPauh4Hzhw,@diegomenjivar2024,2023-03-27 13:45:28+00:00,razon problem sistemat problem sab problem palabr,Negative,-1
2675,UCsiQPikzYSW1MDXkaBZZQxg,@rodrigovillate6463,2023-03-27 13:46:43+00:00,econom casi sient entidad banc deb ten regul inversion larg plaz,Neutral,0
5233,UCNqlOq4iTZ3P0-CVrZ70_JQ,@dimitrybobo3276,2023-03-27 13:47:31+00:00,justici president jovenel moises unid vad riquez hait justici repar hait,Neutral,0
2674,UCU2PPa_-LWmy4-206Ne333g,@fastraca1120,2023-03-27 13:52:53+00:00,nunc registr perd valor razon model negociobrbrni ifrs gaap requier,Neutral,0
2673,UCASazPDQOTBbvco3yiWUsOw,@carloszamora8502,2023-03-27 13:56:55+00:00,mam culp chet pat,Neutral,0
2672,UCEG22c8hi6Nu_8oG-d3vCUw,@fernandoquiros4682,2023-03-27 13:58:59+00:00,trump bien,Positive,1
2671,UChIHrwzMQh_YAMk1HJyWRUg,@pavelciapsa6053,2023-03-27 14:00:31+00:00,buen democrat juli bastant ucrani gasoduct ahor invent cos aviles difund ment dios merec,Neutral,0
5232,UCZkNbxcMfH177Vg6OMV7Bug,@manuelescobar7273,2023-03-27 14:03:13+00:00,polit internacional traid problem espi sospech pendient hac demas dej progres mientr busc benefici interes not estadounidens habl ciudadan total diferent sensibl aman serv lson honest cre famili gust demas progres proteg debil sincer polit represent minim,Neutral,0
2670,UCDP8EOW_bg4BTIz8mBI1BnQ,@florentinasandoval6583,2023-03-27 14:04:01+00:00,hech tierr donalt trump razon teni plan oar derrumb,Negative,-1
5231,UCCVkIQ5VmeaiLQR0Za_Jp7A,@mauricioorellana6129,2023-03-27 14:11:32+00:00,pen mal president,Negative,-1
5230,UCi7o7xyAUMk9mE-2o1yit4g,@andymelendez-ms2wz,2023-03-27 14:15:31+00:00,millon dolar,Neutral,0
5229,UCSNdmg6ZEKNjioDBiJfPcaQ,@rafaelcastillo6337,2023-03-27 14:16:05+00:00,bum liquidez respald pur diner fictici,Neutral,0
5228,UCi7o7xyAUMk9mE-2o1yit4g,@andymelendez-ms2wz,2023-03-27 14:20:17+00:00,sol podr salv banc lug sub preci baj dej hac fraud comerci efect domin origin principi nadi ven,Neutral,0
5227,UChcxwyHxxO_Zm5vcfCTRYlg,@fernandogt6114,2023-03-27 14:29:00+00:00,invertig bid diner ucrani ayud estadounidens pur corrupcion potenci,Neutral,0
5338,UCOo5AJwrcydmozS9Oj4Hy1A,@imerinfantevaldivia373,2023-03-27 14:31:08+00:00,jajaj bastant gracios banc ten error negoci caen estaf,Negative,-1
5225,UCBsJeuQ5BXTZlVchKnv17kQ,@chalesitocardoza3919,2023-03-27 14:35:14+00:00,sig dand diner merec,Neutral,0
5224,UCvdOSsboX_ehN8PlkCiW9AQ,@tupacchak,2023-03-27 14:37:54+00:00,plat rusi rob,Neutral,0
5223,UCuOglIXFSa6U9X6cARxu6Eg,@josevasconcelos3510,2023-03-27 14:38:04+00:00,increibl verdader cuestion pais men desmadr financier imperi moned devalu suel billet verd establec sistem monetari protej protej deb sup devalu,Negative,-1
5222,UCvdOSsboX_ehN8PlkCiW9AQ,@tupacchak,2023-03-27 14:39:49+00:00,chin japon vend bon tesor american serv limpi traser,Neutral,0
5221,UCy7lKhvbHihqU43yzW1P-ZQ,@helmerporras6827,2023-03-27 14:51:19+00:00,rus chinossab dond van eeuu lleg apocalipsis compadr retorn,Neutral,0
2669,UCGualizi-r1NpQszfA1jHHQ,@jorgeayala6972,2023-03-27 14:51:25+00:00,ingenier limit conoc econom determin extralimit expansion cuantit gobiern bid entreg empres poblacion posterior increment tas interes banc central eeuu cre condicion principal banc expuest crisis bancari actual,Negative,-1
2668,UCGoab7dcgXmHj4liIfbGxtw,@mayrasalazar2834,2023-03-27 14:55:03+00:00,trump absolut culpabl,Negative,-1
5220,UCHGdaHajrQjhpFWf9VxAw3g,@manuelborja101,2023-03-27 14:57:36+00:00,banc banc diner,Neutral,0
5219,UCHxXIhQUVDGPBOIxaDEDWHw,@JuanGonzalez-zl5iu,2023-03-27 15:07:38+00:00,espej desaparec segur baid hech man diner financi guerr enorm deud public prefier pag deposit gent grand ganador grand prestam especul inyect diner salbataj,Neutral,0
2667,UCJ6_uuQFK8a5Mn6x1dxOsng,@sagadegeminis9722,2023-03-27 15:11:50+00:00,culp amlo brcu amlo pozoton devalu dol devalu eur tres tir banc pued hac comun dictador,Negative,-1
5217,UC8UF9mOJS9Z8ze6fL-EVGAA,@soledadmodestarojag5905,2023-03-27 15:15:45+00:00,despiertaaa centr amer rreserv federal fabric tonel dolar deud nombr ciudadan eeuu nunc podran pag nosssss empobreceee centr american porqu rimes dolar rreserv federal priv eeuu luj segu fabric tonel dolar cre pobrez paisesssss hor rrespald diner papel plat deud infinit dolarrrrrrrrr,Negative,-1
5216,UCoIkGs9OuH-HCz4BV-ZCMMA,@pedroalvarado6259,2023-03-27 15:29:28+00:00,guerrit mantien rusi traves pais gobern titer destru econom gring impresion mil millon billet verd sol empeor estabil financ eeuu,Negative,-1
2666,UCwmbOKNAfX3joqGax1I6Qsg,@ingridmiranda1274,2023-03-27 15:31:49+00:00,hij hac riend termin llor quer ment enanabrel gran juez jerusalem graci empiez conmig,Neutral,0
2665,UCbvvnGycx9nWlKYPpbJ3zxw,@gregoriovargasmartinez2612,2023-03-27 15:36:11+00:00,regul deb ajust parametr anual line situacion econom hac stress test analysis inflacion tip baj ris,Neutral,0
2664,UCX7FCMKr4_FxTJ4Dp0V2h6Q,@dregutier,2023-03-27 15:39:32+00:00,cre deb dej actu librement merc mism eficient dej mal actor deb quotrescatarquot capac adapt merc tampoc deb regul subvencion,Negative,-1
2663,UCwz-Hr9XwTzyLeEJ8U0_haA,@martinherrera4241,2023-03-27 15:39:53+00:00,trump mejor president usav hac anos aqui gobiern sueld duplic ningun guerr tas desemple baj histori preci petrole primer histori negativoasi izquierd espanol sab estan par,Negative,-1
3441,UCcFzgd3AF_MfUXrDkAMuksg,@lucianaques4228,2023-03-27 15:42:38+00:00,clarid silvi sig,Neutral,0
5215,UCeTYDsLK23NPjiGPRBdcKwA,@alejandrorico7775,2023-03-27 15:43:33+00:00,banc,Neutral,0
5214,UC1pVFzT5Aw6kKuJX_VSoBRw,@gatosimple2354,2023-03-27 15:43:51+00:00,implic ahorr extranjer deposit banc norteamerican europe sab segur deposit europ unid prefier retir quer deposit simpl cualqui problem pais pirat norteamerican europe rob plen ahorr vid muert,Neutral,0
5213,UCeTYDsLK23NPjiGPRBdcKwA,@alejandrorico7775,2023-03-27 15:45:27+00:00,mafi crisis,Negative,-1
2660,UCVQQQmrQ4nuEjJLR6jdYO9g,@carloslezama3965,2023-03-27 16:05:42+00:00,resum regul actual dificil pued evit corr capital ningun agent polit previ present respons direct crisis deb propi sistem plant situacion actual,Negative,-1
2659,UCoCgKa_je1JbdEUw2Kn71jQ,@imagicarolinavlogs,2023-03-27 16:14:49+00:00,sorpres democrat culp competent,Positive,1
5212,UC8p7Tr4J2a4k_coue1TVf2Q,@mariotorrent103,2023-03-27 16:16:49+00:00,graci dios momentol caid imperi ladron,Negative,-1
5211,UCAUQJ_bHFHs_gvTnuj1vbDg,@leonardoperez2748,2023-03-27 16:19:47+00:00,corralit eeuu,Neutral,0
2658,UCSfxwJCHcSSF2Ehg-Cli3PA,@ernestocarlosbermudez5574,2023-03-27 16:23:28+00:00,obvi problem subsidi rescat tom recaud banc sab sal cubr jugador compuls siempr pierd padr siempr ayud irrespons caus desastr,Negative,-1
2657,UCIRHxpcK298zQI3iO8MRxSg,@jorgeoregonnunez2501,2023-03-27 16:28:29+00:00,verd explic sol entend econom gent comun ahorr banc entiend expliqu bien ejempl dic quotsub interesquot interes banc cos,Neutral,0
5210,UCi7qlE-VhNplKHCyJQMuQ4g,@manuelrodriguezpena8010,2023-03-27 16:48:46+00:00,tod guerr financi eeuu saque demas nacion,Negative,-1
2656,UCCVnmkIkdI1jXP4_je4Kd_A,@javierlopezgarcia7769,2023-03-27 17:09:34+00:00,seri gir propi jueg tron,Negative,-1
2398,UC65UOwYBw3lQkTN4IxNuZdA,@sandrumugurel,2023-03-27 17:15:39+00:00,compr,Neutral,0
2397,UCKo9IJycxnFhrFQpY28wp9Q,@josecortina4158,2023-03-27 17:16:10+00:00,primer ever vide,Neutral,0
2394,UCXr1PlQ3UEO2cGr4y-IYBqw,@FixerLSG,2023-03-27 17:17:11+00:00,edit vide,Neutral,0
2396,UCITOjLFxvAA5MLANhj571cQ,@SetUpOr1g1n,2023-03-27 17:17:11+00:00,algui audi bug sol comienz,Neutral,0
2655,UClj23T7dHU4Rd1TT-r8Yr2A,@carloss8565,2023-03-27 17:18:16+00:00,franc conval perr sanchez enterr,Neutral,0
2654,UCHToTOE09ceSLjf_0e4S-Lw,@sergiolaufgang4840,2023-03-27 17:20:10+00:00,aplic criteri construccion utiliz terremot esenci mism seri recomend escal richt mercali pens,Neutral,0
2653,UCXB-rT1HnXWks23Pb7-yoNw,@boscodomingo,2023-03-27 17:21:41+00:00,dig pod hab manten tests estres actualiz cad flip regul buen siempr adecu circunst actual esper ambient mism años alant,Neutral,0
